,Unnamed: 0,Text,Pronoun,Pronoun-offset,Answer,Answer-offset,Possible answers
3223,3223,"In her confirmation hearings before the Senate Judiciary Committee in July 2009, Supreme Court nominee Sonia prefaced her remarks on the role of the prosecutor by saying that she was inspired by watching Perry as a child .",she,174,Sonia,174,"['Sonia', 'Perry']"
3224,3224,"""In 1921, Wong received her first screen credit for Bits of Life, the first anthology film, in which she played the wife of Lon's character, Toy, in a segment entitled ""Hop"" .",she,100,Wong,100,"['Wong', 'Lon', 'Toy']"
3225,3225,"Gilda was the top-billed actress, but Variety commented that Wong ""outshines the star"" and that ""from the moment Miss dances in the kitchen's rear, she steals 'Piccadilly' from Miss Gray . """,she,147,Gilda,147,"['Gilda', 'Variety', 'Wong', 'Miss']"
3226,3226,"""Bosley was not so kind to Dangerous to Know , which he called a ""second-rate melodrama, hardly worthy of the talents of its generally capable cast"" .",he,52,Bosley,52,"['Bosley', 'Know']"
3227,3227,"With Broadway in tow, Dan drives to the Imperial Race Track, where he reunites with former colleagues and enters his horse in the upcoming Imperial Derby .",he,66,Dan,66,"['Broadway', 'Dan']"
3228,3228,"Alice nurses the horse back to health, and then sells her fur coat and jewelry in order to raise the necessary nominating fee telling Whitey to say he won the money shooting craps .",he,147,Whitey,147,"['Alice', 'Whitey']"
3229,3229,"In the second season of Kung in 1973, opposite David, she guest-starred in the episode ""The Elixir"" playing a traveling show-woman who yearned for freedom from men topical at the time and starred in the pilot episode of Charlie's Angels .",she,53,David,53,"['Kung', 'David']"
3230,3230,"Shore described this show as a ""Do-Show"" as opposed to a chat show because she would have her guests demonstrate an unexpected skill, for example, Frank sharing his spaghetti sauce recipe, Spiro playing keyboard accompanying Dinah on ""Sophisticated Lady"", or Ginger showing Shore how to throw a clay pot on a potter's wheel .",she,74,Dinah,74,"['Shore', 'Frank', 'Spiro', 'Dinah', 'Ginger', 'Shore']"
3231,3231,"S about Frank, for whom he worked as a longtime valet, claimed Shore and Sinatra had a long-standing affair in the 1950s .",he,23,Frank,23,"['Frank', 'Shore', 'Sinatra']"
3232,3232,"Gardner divorced Rooney in 1943, citing mental cruelty; privately blaming his gambling and womanizing, she didn't ruin his on screen image as the clean-cut, judge's son Andy that the public adored .",she,102,Rooney,102,"['Gardner', 'Rooney', 'Andy']"
3233,3233,"Tatar later wrote an autobiography in which he discussed his relationship with Gardner, though the book was never published .",he,43,Tatar,43,"['Tatar', 'Gardner']"
3234,3234,"Another factor that contributed to this was the death of Gardner's father in her youth, ""Nobody wanted to know Daddy when he was dying .",he,121,Daddy,121,"['Gardner', 'Daddy']"
3235,3235,"In Edna's novel brought to screen by William, she portrays small town teacher and valiant Midwest farm woman Selena in So Big!",she,45,William,45,"['Edna', 'William', 'Selena']"
3236,3236,"Stanwyck was reportedly one of the many actresses considered for the role of Scarlett in Gone with the Wind , although she did not receive a screen test .",she,118,Stanwyck,118,"['Stanwyck', 'Scarlett']"
3237,3237,"Pauline, a longtime film critic for The New Yorker, admired the natural appearance of Stanwyck's acting style on screen, noting that she ""seems to have an intuitive understanding of the fluid physical movements that work best on camera"" .",she,132,Pauline,132,"['Pauline', 'Stanwyck']"
3238,3238,"Stanwyck who was 45, had a four-year romantic affair with actor Robert, 22, whom she met on the set of Titanic .",she,80,Stanwyck,80,"['Stanwyck', 'Robert']"
3239,3239,"The anonymous sleeve notes accompanying the 1956 Decca album Rock Around the Clock describe Haley's early life and career: ""When Bill was fifteen he left home with his guitar and very little else and set out on the hard road to fame and fortune .",he,145,Bill,145,"['Haley', 'Bill']"
3240,3240,"Haley was already 30 years old, and he was soon eclipsed in the United States by the younger, sexier Elvis, but continued to enjoy great popularity in Latin America, Europe, and Australia during the 1960s .",he,35,Haley,35,"['Haley', 'Elvis']"
3241,3241,"In 1990, Murray made his first and only attempt at directing when he co-directed Quick with producer Howard .",he,65,Murray,65,"['Murray', 'Quick', 'Howard']"
3242,3242,"In 2012, Murray starred in Roger's historical comedy Hyde Park on Hudson, where he played Franklin .",he,79,Murray,79,"['Murray', 'Roger', 'Franklin']"
3243,3243,"The film earned a 95% approval rating on Rotten Tomatoes, and Murray was nominated to for Favorite Animated Movie Voice at the People's Choice Awards; he lost to Ellen .",he,150,Murray,150,"['Murray', 'Ellen']"
3244,3244,"Kraal offers Dadier a job, but he declines .",he,30,Dadier,30,"['Kraal', 'Dadier']"
3245,3245,"Aherne reappeared in London at the Strand in March 1927, again as Langford in White Cargo, and continued on the London stage in a succession of plays until late 1930 when he went to America .",he,170,Langford,170,"['Aherne', 'Langford']"
3246,3246,Aherne went to Hollywood where he supported Ann in RKO's The Fountain .,he,30,Aherne,30,"['Aherne', 'Ann']"
3247,3247,"Bardot wrote a 1999 letter to Chinese President Jiang, published in French magazine VSD, in which she accused the Chinese of ""torturing bears and killing the world's last tigers and rhinos to make aphrodisiacs"" .",she,97,Jiang,97,"['Bardot', 'Jiang']"
3248,3248,"On 19 March 2019, Bardot sent an open letter to R union prefect Amaury in which she referred to inhabitants of the Indian Ocean island as aboriginals who have kept the genes of savages .",she,79,Amaury,79,"['Bardot', 'Amaury']"
3249,3249,"Justin is an American actor, known for portraying Prior in Mike's acclaimed screen adaptation of Angels in America, for which he was nominated for the Primetime Emmy Award for Outstanding Supporting Actor in a Miniseries or a Movie .",he,125,Justin,125,"['Justin', 'Prior', 'Mike']"
3250,3250,"Rehnquist, who was nominated for Chief Justice of the United States by Ronald, had written a memo in 1970 opposing the Equal Rights Amendment, in which he said that the amendment would ""hasten the dissolution of the family"" and that would ""virtually abolish all legal distinctions between men and women . """,he,151,Rehnquist,151,"['Rehnquist', 'Ronald']"
3251,3251,"""Following Totenberg's allegation to The Washington Post's Howard that she had been sexually harassed at the National Observer, Al of The Wall Street Journal brought up the plagiarism incident in a column about media coverage of and responses to the Thomas hearings .",she,70,Howard,70,"['Totenberg', 'Howard', 'Thomas']"
3252,3252,"Allegations that Totenberg obtained her scoops by untoward means were prevalent early in her career, a fact Bill, editor of The New York Times, attributed to sexism since she was one of the few women working in a predominantly male environment .",she,170,Bill,170,"['Totenberg', 'Bill']"
3253,3253,"Carolla was not given a middle name by his parents; on his driver's license application he listed his middle name as ""Lakers"" as a joke .",he,87,Carolla,87,"['Carolla', 'Lakers']"
3254,3254,"In August 2011, Carolla released a podcast where he mocked a petition to the producers of Sesame Street that demanded Bert and Ernie get married on air .",he,48,Carolla,48,"['Carolla', 'Bert', 'Ernie']"
3255,3255,"Despite Homer's fame, Castellaneta claims he is rarely recognized in public, ""except, maybe, by a die-hard fan . """,he,41,Castellaneta,41,"['Homer', 'Castellaneta']"
3256,3256,"In 1995, Castellaneta started writing Where Did Vincent?, a one man play in which he portrays a dozen different characters, including artist Vincent .",he,81,Castellaneta,81,"['Castellaneta', 'Vincent']"
3257,3257,"During his time with the show, Gould provided voice work on three episodes, including a 2005 episode on which he provided the voice of Don as Barney an impression that originated in his stand-up routine .",he,109,Gould,109,"['Gould', 'Don', 'Barney']"
3258,3258,"In 2014, Gould participated as a comedian on Playboy's ""Foursome: Walk of Shame"" where he joined other comedians in making fun of the program's contestants .",he,86,Gould,86,"['Gould', 'Playboy']"
3259,3259,"On taking office, Johnson soon paroled the convicted Southern Pacific train bandit Chris but required that he leave California .",he,106,Johnson,106,"['Johnson', 'Chris']"
3260,3260,"At the convention, Johnson was asked to serve as Harding's running mate, but he declined .",he,76,Johnson,76,"['Johnson', 'Harding']"
3261,3261,"Johnson sought the 1924 Republican nomination against President Calvin, but his campaign was derailed after he lost the California primary .",he,107,Johnson,107,"['Johnson', 'Calvin']"
3262,3262,"Also, the gubernatorial candidate Arnold referred to Johnson's progressive legacy in his campaign speeches before he won the election .",he,113,Arnold,113,"['Arnold', 'Johnson']"
3263,3263,"Baker began his political career in 1964, when he lost to the liberal Democrat Ross in a US Senate election to fill the unexpired term of the late Senator Estes .",he,46,Baker,46,"['Baker', 'Ross', 'Senator Estes']"
3264,3264,"When Baker took too long to decide whether he wanted the appointment, Nixon changed his mind and nominated William instead .",he,42,Baker,42,"['Baker', 'Nixon', 'William']"
3265,3265,"According to many sources, Baker was a frontrunner until he disclosed that his wife, Joy, was a recovered alcoholic .",he,56,Baker,56,"['Baker', 'Joy']"
3266,3266,"After Chuck's death and losing his own license to practice for a year, Jimmy returned to practice under the ""Saul"" name, drawing on the criminal clientele he had gained through his side business of selling disposable cell phones over the year before .",he,154,Jimmy,154,"['Chuck', 'Jimmy', 'Saul']"
3267,3267,"During a visit with Hector at his nursing home, Gus plans to finally end Hector's life, but realizes too late that he has been tricked .",he,114,Gus,114,"['Hector', 'Gus', 'Hector']"
3268,3268,"Lydia later is present when Gus discreetly reports to Peter, the CEO of Madrigal about the situation with Lalo Salamanca that is stalling the construction of his superlab, but assures the both that he has plans to deal with Lalo .",he,197,Lydia,197,"['Lydia', 'Gus', 'Peter', 'Lalo']"
3269,3269,"Lydia appears to agree to Walt's offer, but after Walt leaves she suggests to Todd that Walt should be killed at the meeting .",she,61,Lydia,61,"['Lydia', 'Walt', 'Walt', 'Todd', 'Walt']"
3270,3270,"After Jesse's escape from the compound, he returns to Todd's apartment and retrieves the cash to use in his escape from Albuquerque .",he,39,Jesse,39,"['Jesse', 'Todd']"
3271,3271,"Quezada reprises his role as Gomez in Better, appearing in the fifth season episode ""The Guy for This"" in which he and Hank interview Domingo after the latter is arrested following the discovery of a drug house belonging to the Salamanca family .",he,111,Quezada,111,"['Quezada', 'Gomez', 'Better', 'Hank', 'Domingo']"
3272,3272,Roberts next appears after Marie is arrested and taken to the police station for pilfering property at the open houses she visits .,she,118,Marie,118,"['Roberts', 'Marie']"
3273,3273,"Roberts gets the homeowners to drop their charges after their property is returned, and he takes Marie home for Hank .",he,87,Roberts,87,"['Roberts', 'Marie', 'Hank']"
3274,3274,"This piques Hank's interest in the case, and he embarks on his own investigation of Gale and his ties to Fring .",he,44,Hank,44,"['Hank', 'Gale', 'Fring']"
3275,3275,"After Gus's death, Chow starts being questioned by the DEA, as he was on Gus's payroll at the time of Gus's murder .",he,62,Chow,62,"['Gus', 'Chow', 'Gus', 'Gus']"
3276,3276,"Mara starts with Chow, whom he uses to lure Mike into a trap before shooting Chow in the head .",he,27,Chow,27,"['Mara', 'Chow', 'Mike', 'Chow']"
